device_id,logged_at,co2_mg,co2_ppm,h2s_ppb,h2s_ug,humidity,leq,light,no2_ppb,no2_ug,no_ppb,no_ug,o3_ppb,o3_ug,pm1,pm10,pm100,pm25,pressure,so2_ppb,so2_ug,temperature
24169,2024-02-10 16:15:00,855.6167,447.2,20.84,30.8762,90.5,56.6,305.75,21.74,43.4806,37.45,48.8589,3.12,6.5106,13.7,12.9,13.1,12.3,989.36,5.07,14.1209,0.8
24169,2024-02-10 16:30:00,849.5286,444.0,21.67,32.1072,90.7,56.8,282.99,19.79,39.5821,36.87,48.1042,5.4,11.2688,13.9,13.4,13.6,12.7,989.4,4.36,12.1439,0.8
24169,2024-02-10 16:45:00,854.1033,446.4,21.67,32.1065,90.9,57.3,259.13,23.3,46.6016,37.57,49.0165,1.35,2.8171,16.3,15.4,15.6,14.8,989.38,4.96,13.8148,0.8
24169,2024-02-10 17:00:00,862.1393,450.6,22.39,33.1733,90.9,56.4,132.05,22.84,45.6815,37.35,48.7294,2.27,4.737,16.7,15.6,15.8,15.1,989.38,4.28,11.9208,0.8
24169,2024-02-10 17:15:00,849.4402,443.9,21.74,32.2148,90.9,56.6,16.74,22.4,44.8078,37.49,48.919,2.71,5.656,16.8,15.7,15.9,15.2,989.52,4.46,12.4239,0.8
24169,2024-02-10 17:30:00,852.2312,445.3,21.8,32.308,91.1,59.2,0.0,21.51,43.0332,37.11,48.4295,2.57,5.3645,16.2,15.1,15.2,14.7,989.65,4.35,12.1191,0.8
24169,2024-02-10 17:45:00,857.3977,447.9,21.37,31.6777,91.3,57.9,0.0,22.44,44.9037,36.57,47.7354,3.47,7.2447,16.6,15.1,15.3,14.9,989.87,5.14,14.3232,0.8
24169,2024-02-10 18:00:00,850.6377,444.4,21.06,31.216,91.4,57.8,0.0,21.45,42.9197,36.79,48.0192,3.78,7.8914,16.1,14.5,14.7,14.4,989.8,4.75,13.2355,0.8
24169,2024-02-10 18:15:00,849.5149,443.8,21.53,31.9136,91.3,56.8,0.0,21.75,43.5213,36.31,47.3941,3.94,8.2256,16.9,15.4,15.6,15.1,989.83,4.91,13.6817,0.8
24169,2024-02-10 18:30:00,866.7426,452.8,21.53,31.9136,91.4,57.0,0.0,22.95,45.9224,37.05,48.36,2.94,6.1379,16.9,15.2,15.6,14.9,989.83,4.81,13.4031,0.8
24169,2024-02-10 18:45:00,863.5936,451.0,22.12,32.7994,91.4,57.0,0.0,22.43,44.8973,36.38,47.5018,2.55,5.3255,11.6,10.7,10.9,10.5,990.17,4.6,12.8223,0.8
24169,2024-02-10 19:00:00,858.9893,448.6,21.15,31.3608,91.5,57.8,0.0,21.48,42.9953,36.08,47.1096,3.34,6.9753,9.8,9.2,9.3,8.9,990.16,4.42,12.3205,0.8
24169,2024-02-10 19:15:00,853.2879,445.6,21.73,32.2224,91.7,57.6,0.0,20.33,40.6955,36.12,47.1642,5.47,11.4242,10.0,9.4,9.6,9.2,990.21,4.34,12.0981,0.8
24169,2024-02-10 19:30:00,855.3943,446.7,21.73,32.2224,91.8,56.4,0.0,22.38,44.7991,37.36,48.7834,3.13,6.5371,10.0,9.9,9.6,9.7,990.21,0.0,0.0,0.8
24169,2024-02-10 19:45:00,843.1389,440.3,22.13,32.8156,91.9,56.3,0.0,22.44,44.9192,37.32,48.7312,0.0,0.0,11.0,10.4,10.6,10.2,990.21,5.35,14.9135,0.8
24169,2024-02-10 20:00:00,859.0587,448.6,21.01,31.1557,91.9,56.3,0.0,22.89,45.8213,36.71,47.9361,3.47,7.2474,11.9,11.4,11.5,11.1,990.24,5.22,14.5516,0.8
24169,2024-02-10 20:15:00,856.2035,447.1,20.8,30.8449,92.2,56.1,0.0,20.21,40.4573,35.4,46.2264,5.63,11.759,12.8,12.6,12.7,12.1,990.26,5.15,14.3567,0.8
24169,2024-02-10 20:30:00,849.4924,443.6,20.97,31.0967,92.3,55.9,0.0,21.18,42.3987,35.68,46.5916,4.89,10.2133,12.9,12.7,12.9,12.4,990.25,4.73,13.1858,0.8
24169,2024-02-10 20:45:00,863.0194,450.6,21.48,31.8575,92.5,56.0,0.0,21.47,42.9853,35.97,46.9769,4.67,9.7552,13.0,12.9,13.2,12.6,990.39,4.4,12.2676,0.8
24169,2024-02-10 21:00:00,862.7217,450.6,21.93,32.5137,92.5,56.3,0.0,19.75,39.528,36.14,47.1826,5.32,11.1092,12.5,12.6,12.8,12.5,990.41,4.56,12.7093,0.9
24169,2024-02-10 21:15:00,840.2447,438.7,21.93,32.5256,92.5,56.1,0.0,19.64,39.3222,36.6,47.8007,5.84,12.1995,12.5,12.9,12.8,12.8,990.41,4.91,13.6898,0.8
24169,2024-02-10 21:30:00,848.2251,443.1,21.75,32.2416,92.8,56.3,0.0,20.88,41.7829,36.24,47.3056,4.66,9.7294,13.4,14.3,14.5,14.4,990.25,6.05,16.8594,0.9
24169,2024-02-10 21:45:00,859.7369,449.1,21.96,32.5539,92.8,56.3,0.0,21.07,42.1644,37.26,48.6385,4.58,9.5626,13.7,14.9,15.2,15.2,990.28,4.82,13.4322,0.9
24169,2024-02-10 22:00:00,848.4267,443.3,22.61,33.5093,92.9,56.2,0.0,20.79,41.5939,36.94,48.209,3.67,7.6608,14.4,16.0,16.6,16.3,990.4,5.4,15.0448,1.0
24169,2024-02-10 22:15:00,850.4093,444.3,0.0,0.0,92.9,56.1,0.0,20.9,41.8173,36.42,47.5342,4.18,8.7261,14.8,16.5,16.8,16.9,990.48,5.21,14.5166,1.0
24169,2024-02-10 22:30:00,860.6406,449.6,22.07,32.7149,93.0,55.9,0.0,19.51,39.0401,36.79,48.022,5.68,11.8586,14.9,16.7,17.5,17.0,990.58,4.99,13.905,1.0
24169,2024-02-10 22:45:00,848.9467,443.5,22.39,33.1886,93.1,56.0,0.0,21.94,43.9017,35.64,46.5199,2.19,4.5722,16.0,18.1,18.5,18.6,990.56,5.92,16.4962,1.0
24169,2024-02-10 23:00:00,852.9837,445.6,22.72,33.6784,93.2,55.9,0.0,21.51,43.0422,37.04,48.3483,2.34,4.8854,18.0,21.2,21.8,21.5,990.58,5.25,14.6296,1.0
24169,2024-02-10 23:15:00,857.9516,448.3,22.12,32.7814,93.2,56.0,0.0,21.37,42.7521,37.05,48.35,3.17,6.6167,17.7,20.7,21.2,21.2,990.71,6.11,17.022,1.1
24169,2024-02-10 23:30:00,871.1095,455.3,22.84,33.8391,93.1,55.7,0.0,19.35,38.7003,36.59,47.7367,4.72,9.8493,19.3,24.6,26.0,24.6,990.8,5.39,15.0121,1.2
24169,2024-02-10 23:45:00,864.2153,451.5,22.91,33.9576,93.2,55.7,0.0,20.39,40.7981,36.69,47.888,3.04,6.3464,20.4,28.7,31.2,28.0,990.87,5.94,16.5511,1.1
24169,2024-02-11 00:00:00,854.6534,446.5,23.44,34.7436,93.3,54.5,0.0,20.88,41.7789,36.57,47.7318,2.05,4.2797,22.4,36.1,40.7,33.7,990.88,6.34,17.6658,1.1
24169,2024-02-11 00:15:00,852.8274,445.6,22.31,33.0646,93.3,54.3,0.0,16.53,33.071,35.39,46.1861,6.42,13.4011,22.6,41.5,46.0,37.6,990.76,6.27,17.4687,1.1
24169,2024-02-11 00:30:00,853.481,446.0,21.94,32.512,93.5,54.5,0.0,17.46,34.927,35.71,46.5976,5.07,10.5817,24.6,43.0,46.0,42.0,990.63,5.63,15.6835,1.1
24169,2024-02-11 00:45:00,861.9879,450.5,21.59,31.9895,93.5,55.0,0.0,17.82,35.6429,36.3,47.3617,5.15,10.7474,28.3,43.0,46.0,42.0,990.51,5.53,15.4031,1.1
24169,2024-02-11 01:00:00,865.3077,452.4,21.71,32.1556,93.5,54.8,0.0,17.87,35.7298,34.99,45.6359,4.48,9.3458,27.7,43.0,46.0,42.0,990.51,5.3,14.7571,1.2
24169,2024-02-11 01:15:00,847.7774,443.1,22.81,33.7951,93.6,54.9,0.0,17.85,35.7007,35.2,45.9238,4.49,9.3695,26.1,43.0,46.0,42.0,990.45,6.04,16.8226,1.1
24169,2024-02-11 01:30:00,853.3431,446.0,22.59,33.4698,93.7,55.0,0.0,17.02,34.0414,34.72,45.2984,5.42,11.3104,21.8,43.0,46.0,42.0,990.47,5.62,15.6531,1.1
24169,2024-02-11 01:45:00,847.1093,442.8,22.75,33.7024,93.9,55.0,0.0,15.57,31.1371,35.17,45.8795,5.7,11.8931,22.5,43.0,46.0,42.0,990.34,5.42,15.0941,1.1
24169,2024-02-11 02:00:00,856.8054,447.9,22.14,32.7965,94.0,53.5,0.0,17.41,34.8144,36.08,47.0633,5.36,11.1829,22.3,43.0,46.0,42.0,990.27,5.9,16.4297,1.1
24169,2024-02-11 02:15:00,855.1887,447.1,22.43,33.2227,94.0,53.4,0.0,15.36,30.7119,35.43,46.2108,5.79,12.0789,22.4,43.0,46.0,42.0,990.17,6.29,17.514,1.1
24169,2024-02-11 02:30:00,859.8837,449.6,21.22,31.4273,94.2,53.5,0.0,15.82,31.6285,35.22,45.9322,6.11,12.7451,19.5,43.0,46.0,42.0,990.07,5.74,15.9809,1.1
24169,2024-02-11 02:45:00,862.2032,451.0,0.0,0.0,94.3,53.6,0.0,0.0,0.0,34.84,45.4178,4.71,9.8207,17.9,43.0,46.0,42.0,990.02,6.05,16.837,1.2
24169,2024-02-11 03:00:00,848.7668,443.9,22.4,33.1665,94.2,53.2,0.0,16.26,32.4999,34.35,44.7862,5.13,10.6982,15.4,43.0,46.0,42.0,990.18,5.28,14.6965,1.2
24169,2024-02-11 03:15:00,848.7497,443.9,23.08,34.1726,94.2,53.6,0.0,16.88,33.7385,35.28,45.9979,5.12,10.6771,16.9,43.0,46.0,42.0,990.16,5.32,14.8075,1.2
24169,2024-02-11 03:30:00,861.2388,450.4,22.04,32.6351,94.3,53.9,0.0,15.47,30.9224,34.82,45.4013,6.82,14.2233,17.7,43.0,46.0,42.0,990.23,6.79,18.9004,1.2
24169,2024-02-11 03:45:00,858.5184,449.0,22.61,33.4774,94.5,53.9,0.0,16.1,32.1801,35.86,46.755,4.83,10.0726,19.0,43.0,46.0,42.0,990.18,6.44,17.9253,1.2
24169,2024-02-11 04:00:00,865.5843,452.7,23.51,34.8097,94.5,53.9,0.0,16.2,32.3797,36.04,46.9892,5.66,11.8033,19.6,43.0,46.0,40.1,990.17,6.31,17.5632,1.2
24169,2024-02-11 04:15:00,866.2891,453.0,23.24,34.4151,94.4,53.7,0.0,14.91,29.8058,34.98,45.6141,7.98,16.644,18.1,30.2,33.8,29.6,990.32,6.09,16.9535,1.2
24169,2024-02-11 04:30:00,850.6337,444.8,22.4,33.1722,94.4,53.7,0.0,15.85,31.6859,35.68,46.5283,5.94,12.3895,18.1,29.5,32.3,29.2,990.35,5.69,15.8404,1.2
24169,2024-02-11 04:45:00,861.2203,450.5,22.4,33.1601,94.5,53.4,0.0,14.43,28.8366,35.66,46.4853,6.93,14.4492,18.1,29.2,32.3,29.0,990.35,0.0,0.0,1.3
24169,2024-02-11 05:00:00,867.5974,453.9,22.33,33.0518,94.5,53.5,0.0,16.47,32.9086,35.88,46.7654,4.3,8.9643,17.8,35.1,39.1,33.5,990.21,5.87,16.3332,1.3
24169,2024-02-11 05:15:00,864.2354,452.1,23.17,34.2982,94.5,53.8,0.0,16.74,33.4512,35.52,46.3004,3.09,6.4424,18.3,43.0,46.0,42.0,990.3,6.39,17.7818,1.3
24169,2024-02-11 05:30:00,859.039,449.6,22.4,33.1423,94.5,54.3,0.0,16.88,33.7146,36.68,47.7893,3.89,8.1064,21.0,43.0,46.0,42.0,990.18,5.81,16.1599,1.4
24169,2024-02-11 05:45:00,858.7003,449.4,22.47,33.2476,94.4,54.0,0.0,17.38,34.715,37.32,48.6256,3.99,8.3152,23.3,43.0,46.0,42.0,990.23,6.05,16.8283,1.4
24169,2024-02-11 06:00:00,855.4088,447.7,21.8,32.2546,94.4,54.6,0.0,16.83,33.6147,36.23,47.203,4.58,9.5443,25.5,43.0,46.0,42.0,990.18,7.04,19.581,1.4
24169,2024-02-11 06:15:00,856.902,448.3,21.96,32.5045,94.4,54.8,0.0,16.61,33.1887,35.29,45.9969,3.72,7.7552,26.1,43.0,46.0,42.0,990.22,6.53,18.1699,1.3
24169,2024-02-11 06:30:00,844.2097,441.7,22.64,33.5079,94.5,55.1,0.0,16.53,33.0259,35.72,46.5531,3.45,7.1917,26.5,43.0,46.0,42.0,990.13,6.68,18.5856,1.3
24169,2024-02-11 06:45:00,874.0256,457.3,22.64,33.5079,94.4,55.4,0.0,16.18,32.3266,35.86,46.7356,3.62,7.5461,26.5,43.0,46.0,42.0,990.13,6.99,19.4481,1.3
24169,2024-02-11 07:00:00,848.6228,444.0,22.7,33.5974,94.4,58.4,0.09,17.29,34.545,35.61,46.4107,3.12,6.5039,25.9,43.0,46.0,42.0,990.15,5.95,16.5548,1.3
24169,2024-02-11 07:15:00,860.6641,450.3,22.7,33.5974,94.3,56.4,12.49,16.15,32.2673,36.04,46.9711,5.54,11.5487,25.9,43.0,46.0,42.0,990.15,6.68,18.5859,1.3
24169,2024-02-11 07:30:00,860.7945,450.3,23.11,34.2094,94.4,56.2,60.58,17.65,35.2696,36.9,48.0993,2.54,5.2957,28.7,43.0,44.7,42.0,990.3,6.84,19.034,1.3
24169,2024-02-11 07:45:00,872.8552,456.6,23.26,34.4322,94.3,55.3,165.47,15.76,31.4935,36.2,47.1878,5.02,10.4665,21.5,29.2,29.7,29.4,990.32,6.09,16.9473,1.3
24169,2024-02-11 08:00:00,861.3605,450.4,23.27,34.4613,94.4,55.2,300.03,16.39,32.766,36.33,47.3769,4.54,9.4696,19.6,25.7,26.4,25.9,990.37,6.71,18.6804,1.2
24169,2024-02-11 08:15:00,862.2371,451.0,23.04,34.1099,94.6,55.5,426.43,16.39,32.7557,37.31,48.6396,4.7,9.8003,18.7,25.0,26.1,25.4,990.42,6.73,18.7302,1.3
24169,2024-02-11 08:30:00,844.4121,441.9,22.92,33.9151,94.5,55.5,607.36,16.09,32.1399,35.77,46.6084,5.49,11.4418,17.1,22.4,24.1,22.7,990.28,6.68,18.5816,1.4
24169,2024-02-11 08:45:00,858.7959,449.5,22.53,33.3326,94.4,55.4,869.56,15.5,30.9564,36.76,47.8906,6.63,13.8154,18.1,24.1,25.0,24.6,990.12,6.7,18.6342,1.4
24169,2024-02-11 09:00:00,865.9087,453.2,23.33,34.518,94.3,56.0,1050.85,16.62,33.1949,36.54,47.6064,3.99,8.3147,17.8,22.9,24.0,23.2,990.17,7.13,19.8312,1.4
24169,2024-02-11 09:15:00,865.9612,453.2,24.48,36.2216,94.3,56.0,1050.85,16.62,33.1969,36.54,47.6093,3.99,8.3152,18.9,22.9,27.4,23.2,990.23,7.13,19.8324,1.4
24169,2024-02-11 09:30:00,869.1453,455.0,23.54,34.8206,94.3,56.1,1258.79,17.13,34.2056,36.3,47.2827,3.48,7.2502,19.0,24.6,26.4,24.7,990.3,6.59,18.3249,1.5
24169,2024-02-11 09:45:00,860.3584,450.3,22.3,32.9937,94.2,56.1,1402.21,18.71,37.3688,37.44,48.7784,3.07,6.3974,19.4,26.4,31.4,25.0,990.52,6.67,18.5515,1.5
24169,2024-02-11 10:00:00,847.3033,443.4,24.13,35.7066,94.3,56.5,1377.54,17.38,34.7177,38.29,49.8934,5.14,10.7126,19.6,28.9,38.7,25.6,990.67,6.55,18.2205,1.5
24169,2024-02-11 10:15:00,847.3632,443.4,24.26,35.9015,94.3,56.5,1377.54,17.38,34.7202,38.29,49.8969,5.14,10.7134,20.4,28.9,38.1,25.6,990.74,6.55,18.2218,1.5
24169,2024-02-11 10:30:00,852.7092,446.5,23.94,35.404,94.3,56.4,1411.8,17.13,34.1976,38.27,49.8371,3.86,8.04,19.6,28.4,32.9,27.3,990.79,7.17,19.9331,1.7
24169,2024-02-11 10:45:00,852.6576,446.5,24.19,35.7715,94.3,56.4,1411.8,17.13,34.1955,38.27,49.8341,3.86,8.0395,19.0,28.4,34.5,27.3,990.73,7.17,19.9319,1.7
24169,2024-02-11 11:00:00,854.2371,447.3,24.36,36.0251,94.1,56.4,1748.66,18.68,37.2919,37.3,48.5739,3.59,7.4776,19.0,23.5,24.9,23.6,990.79,7.02,19.5161,1.7
24169,2024-02-11 11:15:00,848.8446,444.8,24.36,35.9989,94.3,56.8,2028.2,18.91,37.7236,38.89,50.6076,2.54,5.2867,19.0,19.3,24.9,19.7,990.79,7.46,20.7242,1.9
24169,2024-02-11 11:30:00,847.79,444.4,24.71,36.5036,94.0,56.8,2343.12,18.77,37.4315,38.29,49.8097,3.48,7.2407,17.2,18.8,19.3,19.3,990.81,7.59,21.0781,2.0
24169,2024-02-11 11:45:00,862.8571,452.7,24.43,36.0579,93.9,57.1,2768.24,18.26,36.3821,39.03,50.7273,4.67,9.7081,17.1,18.3,18.6,18.4,990.65,7.55,20.9484,2.2
24169,2024-02-11 12:00:00,850.9125,446.6,24.9,36.7379,93.7,56.9,2845.14,20.99,41.8058,39.71,51.5918,2.06,4.2808,17.0,17.8,17.9,17.8,990.64,7.74,21.4676,2.3
24169,2024-02-11 12:15:00,863.6223,453.6,24.9,36.7112,93.4,57.2,2141.25,19.65,39.1086,38.49,49.9705,2.35,4.8799,17.0,18.9,17.9,18.5,990.64,7.99,22.1449,2.5
24169,2024-02-11 12:30:00,849.8318,446.6,24.92,36.7207,93.2,57.0,2395.95,20.63,41.0366,37.7,48.9182,2.21,4.5867,18.6,19.6,19.9,18.8,990.46,7.24,20.0553,2.6
24169,2024-02-11 12:45:00,833.2034,438.1,25.06,36.9069,92.6,57.2,2118.34,19.68,39.1256,38.26,49.6178,2.98,6.1814,19.4,20.9,21.2,19.6,990.28,7.43,20.5704,2.7
24169,2024-02-11 13:00:00,857.6508,450.8,25.66,37.8035,92.1,57.1,2041.17,19.54,38.8606,37.22,48.2856,3.22,6.6815,20.6,22.5,22.7,20.5,990.26,7.41,20.5221,2.6
24169,2024-02-11 13:15:00,845.3326,444.5,25.34,37.3173,91.9,56.9,1676.83,19.35,38.4676,38.16,49.4856,3.9,8.0893,22.4,24.4,24.8,22.3,990.23,7.51,20.7908,2.7
24169,2024-02-11 13:30:00,845.2985,444.5,23.87,35.1511,91.9,56.9,1676.83,19.35,38.4661,38.16,49.4836,3.9,8.089,28.6,24.4,31.5,22.3,990.19,7.51,20.79,2.7
24169,2024-02-11 13:45:00,849.8573,447.1,25.43,37.4314,91.1,56.8,1277.63,19.72,39.1838,38.57,49.9926,2.92,6.0536,30.7,33.3,33.6,30.2,990.1,7.79,21.5553,2.8
24169,2024-02-11 14:00:00,836.974,440.3,25.1,36.9475,90.8,58.2,1358.12,20.87,41.471,38.31,49.6581,1.03,2.1355,26.0,28.0,28.3,25.1,990.15,7.83,21.6671,2.8
24169,2024-02-11 14:15:00,823.369,433.3,25.1,36.9341,90.5,57.2,1241.88,17.82,35.3974,38.4,49.7567,3.58,7.4196,26.0,22.0,28.3,19.5,990.15,8.29,22.9317,2.9
24169,2024-02-11 14:30:00,823.1778,433.3,24.86,36.5725,90.5,57.2,1241.88,17.82,35.3892,38.4,49.7452,3.58,7.4178,19.1,22.0,21.6,19.5,989.92,8.29,22.9264,2.9
24169,2024-02-11 14:45:00,832.4808,438.1,25.32,37.2574,90.2,57.1,982.21,0.0,0.0,37.77,48.9398,3.07,6.3625,20.1,22.2,22.5,19.6,989.78,7.93,21.9356,2.8
24169,2024-02-11 15:00:00,813.2887,428.0,25.58,37.64,90.3,57.1,928.26,19.37,38.4759,38.42,49.7821,1.42,2.9429,21.9,24.2,24.5,21.4,989.78,7.47,20.6632,2.8
24169,2024-02-11 15:15:00,839.626,441.7,25.58,37.6537,90.4,57.0,812.48,20.66,41.0532,37.79,48.9835,0.0,0.0,21.9,25.1,24.5,22.4,989.78,8.82,24.4064,2.7
24169,2024-02-11 15:30:00,846.4397,445.5,26.49,38.9743,90.7,57.2,959.66,18.64,37.0214,39.94,51.7453,2.22,4.6004,26.9,29.2,29.5,26.4,989.66,8.48,23.4542,2.8
24169,2024-02-11 15:45:00,848.7197,446.7,26.49,38.9743,90.8,56.6,633.53,20.88,41.4703,40.45,52.4061,0.49,1.0154,26.9,36.8,29.5,34.0,989.66,9.18,25.3903,2.8
24169,2024-02-11 16:00:00,841.0661,442.9,26.89,39.5424,90.4,57.1,493.89,19.43,38.5705,40.14,51.9776,2.44,5.0536,33.9,37.2,37.5,33.7,989.15,8.45,23.3592,2.8
24169,2024-02-11 16:15:00,831.9341,438.1,26.01,38.2476,90.5,56.9,377.41,20.11,39.9196,39.04,50.5522,1.82,3.7694,24.5,27.0,27.2,24.3,989.13,7.91,21.866,2.8
24169,2024-02-11 16:30:00,840.9062,442.7,25.98,38.2143,90.4,56.6,277.22,20.39,40.4868,38.93,50.424,0.0,0.0,23.3,26.0,26.2,23.4,989.05,8.24,22.7846,2.7
24169,2024-02-11 16:45:00,823.2326,433.4,25.51,37.5225,90.6,56.8,134.43,18.49,36.7138,37.53,48.6101,2.41,4.9928,22.2,24.3,24.6,21.9,989.04,7.7,21.2912,2.7
24169,2024-02-11 17:00:00,825.5316,434.4,25.24,37.1434,90.9,57.4,37.72,20.58,40.8835,36.06,46.7288,0.87,1.8032,22.2,24.0,24.3,21.6,989.16,7.3,20.195,2.6
24169,2024-02-11 17:15:00,835.2373,439.6,25.44,37.4298,91.0,57.7,10.04,19.43,38.5908,36.4,47.1594,2.01,4.1652,28.4,30.9,31.2,28.4,989.31,7.82,21.6289,2.7
24169,2024-02-11 17:30:00,812.88,427.6,26.06,38.3629,91.1,59.9,0.0,18.01,35.7899,37.28,48.3258,5.57,11.5487,31.3,33.6,33.9,31.0,989.49,7.77,21.5024,2.6
24169,2024-02-11 17:45:00,812.1524,427.2,25.07,36.907,91.2,61.1,0.0,19.04,37.8383,36.65,47.5111,1.67,3.4627,22.3,23.7,23.9,21.8,989.53,7.52,20.8114,2.6
24169,2024-02-11 18:00:00,818.7486,430.6,24.75,36.4418,91.4,58.3,0.0,19.89,39.5339,36.41,47.2076,2.91,6.0348,20.3,22.4,22.7,20.8,989.69,7.37,20.3995,2.6
24169,2024-02-11 18:15:00,828.3393,435.6,25.18,37.0787,91.6,56.6,0.0,19.09,37.9476,36.06,46.7585,3.23,6.699,19.3,20.6,20.9,19.2,989.79,6.96,19.2666,2.6
24169,2024-02-11 18:30:00,822.668,432.5,24.18,35.6158,91.8,56.9,0.0,18.39,36.5661,36.12,46.8491,4.4,9.1281,20.0,21.9,22.3,20.5,989.7,7.19,19.9087,2.5
24169,2024-02-11 18:45:00,807.3963,424.3,25.09,36.9711,92.0,56.8,0.0,20.14,40.0619,37.19,48.2564,0.46,0.9547,21.1,25.2,27.8,23.4,989.74,7.38,20.4431,2.4
24169,2024-02-11 19:00:00,831.5516,437.1,25.63,37.7577,92.3,56.8,0.0,19.01,37.805,35.55,46.1172,3.37,6.9924,22.8,38.3,46.0,32.6,989.5,7.29,20.1889,2.4
24169,2024-02-11 19:15:00,828.6711,435.7,25.75,37.9245,92.7,56.0,0.0,19.67,39.1073,36.18,46.9221,2.71,5.6215,22.2,43.0,46.0,42.0,989.6,7.67,21.2357,2.5
24169,2024-02-11 19:30:00,833.8063,438.4,25.75,37.9245,92.9,56.2,0.0,20.21,40.1809,35.76,46.3774,1.92,3.9828,22.2,43.0,46.0,42.0,989.6,7.06,19.5468,2.5
24169,2024-02-11 19:45:00,832.7566,438.1,26.3,38.7123,93.2,56.4,0.0,20.16,40.0584,35.3,45.7545,2.59,5.3695,20.0,43.0,46.0,42.0,989.39,7.99,22.1089,2.6
24169,2024-02-11 20:00:00,847.0129,445.6,26.3,38.7123,93.3,55.8,0.0,21.31,42.3435,36.37,47.1414,1.22,2.5293,20.0,43.0,46.0,42.0,989.39,7.85,21.7215,2.6
24169,2024-02-11 20:15:00,843.2026,443.9,26.77,39.3771,93.5,56.4,0.0,20.27,40.2494,36.03,46.6687,2.13,4.4128,21.7,43.0,46.0,42.0,989.07,7.49,20.7112,2.7
24169,2024-02-11 20:30:00,841.4931,443.0,26.77,39.3771,93.6,56.2,0.0,20.99,41.679,36.25,46.9537,2.06,4.2678,21.7,43.0,46.0,42.0,989.07,6.74,18.6373,2.7
24169,2024-02-11 20:45:00,811.8965,427.6,25.99,38.2136,93.8,56.3,0.0,20.49,40.669,35.51,45.9757,2.72,5.6328,22.9,43.0,46.0,42.0,989.01,7.38,20.3984,2.8
24169,2024-02-11 21:00:00,840.2626,442.7,27.02,39.7136,93.9,56.4,0.0,21.04,41.7455,34.96,45.2472,2.14,4.4301,20.7,40.5,43.2,40.4,989.01,7.37,20.3634,2.9
24169,2024-02-11 21:15:00,836.8547,441.1,26.09,38.3297,94.0,56.1,0.0,20.55,40.7552,35.53,45.9645,3.27,6.7663,16.3,36.4,40.7,35.5,988.93,7.64,21.1,3.0
24169,2024-02-11 21:30:00,834.4148,440.0,26.3,38.6219,94.0,55.9,0.0,21.75,43.1168,34.96,45.208,2.79,5.7706,16.1,43.0,46.0,42.0,988.87,7.8,21.5328,3.1
24169,2024-02-11 21:45:00,836.2774,441.0,26.78,39.3252,94.0,55.8,0.0,20.35,40.3399,35.07,45.3484,3.48,7.1975,17.9,43.0,46.0,42.0,988.83,7.33,20.2345,3.1
24169,2024-02-11 22:00:00,846.8054,446.7,26.76,39.2828,94.0,55.9,0.0,21.17,41.9514,35.55,45.9539,1.71,3.5355,18.3,43.0,46.0,42.0,988.86,7.87,21.7179,3.2
24169,2024-02-11 22:15:00,820.406,432.9,26.68,39.1539,93.9,55.9,0.0,22.74,45.0495,36.33,46.9484,0.64,1.3229,18.8,43.0,46.0,42.0,988.93,8.03,22.153,3.3
24169,2024-02-11 22:30:00,843.3371,445.0,26.99,39.6089,94.0,55.6,0.0,22.63,44.8316,37.06,47.8918,1.21,2.501,17.4,43.0,46.0,42.0,988.93,8.04,22.1806,3.3
24169,2024-02-11 22:45:00,825.3225,435.6,26.63,39.0711,93.9,55.5,0.0,21.25,42.0875,36.64,47.3376,0.9,1.8598,17.1,43.0,46.0,42.0,988.69,0.0,0.0,3.3
24169,2024-02-11 23:00:00,842.4002,444.6,26.67,39.1309,94.2,55.6,0.0,20.22,40.0487,36.63,47.3261,3.23,6.6748,16.6,43.0,46.0,42.0,988.72,7.67,21.1554,3.3
24169,2024-02-11 23:15:00,829.3633,437.9,26.46,38.8068,94.2,55.2,0.0,20.8,41.1805,36.28,46.8546,2.59,5.3501,15.0,43.0,46.0,42.0,988.67,7.61,20.9812,3.4
24169,2024-02-11 23:30:00,814.7469,430.2,25.89,37.9693,94.3,54.5,0.0,20.8,41.1788,36.2,46.7493,2.84,5.8662,12.9,43.0,46.0,42.0,988.63,7.83,21.5869,3.4
24169,2024-02-11 23:45:00,826.1733,436.4,26.78,39.2595,94.4,54.2,0.0,21.67,42.8848,36.2,46.7315,1.3,2.6842,12.9,43.0,46.0,42.0,988.61,7.22,19.8976,3.5
24169,2024-02-12 00:00:00,822.1708,434.5,27.39,40.134,94.6,53.7,0.0,20.52,40.589,34.91,45.044,3.14,6.4803,9.8,43.0,46.0,42.0,988.48,7.44,20.4938,3.6
24169,2024-02-12 00:15:00,825.0091,436.0,27.39,40.134,94.6,53.0,0.0,19.42,38.4131,35.16,45.3666,4.85,10.0093,9.8,43.0,46.0,42.0,988.48,7.66,21.0997,3.6
24169,2024-02-12 00:30:00,825.1594,436.0,26.63,39.0275,94.6,53.0,0.0,19.42,38.4201,35.16,45.3748,4.85,10.0111,8.8,43.0,46.0,42.0,988.66,7.66,21.1036,3.6
24169,2024-02-12 00:45:00,828.2881,437.9,25.64,37.5554,94.6,53.0,0.0,20.28,40.0989,33.94,43.7757,3.1,6.3953,9.6,43.0,46.0,42.0,988.46,7.28,20.0454,3.7
